--- scanner 0 ---
637,-657,-806
-700,627,697
-294,-551,749

--- scanner 10 ---
12,120,-29
-342,-679,-939
530,-282,501
-809,684,-468
489,-308,416
572,350,621
-403,-504,359
577,584,627
403,-417,-730
-66,14,-156
414,664,-519
598,-372,-703
650,-300,397
-506,-519,372
-884,650,-644
-765,612,-643
-394,-441,371
462,-268,-718
-374,674,418
-308,-514,-945
398,839,-455
-344,592,336
363,708,-493
-479,717,344
623,433,604
-432,-593,-859

--- scanner 11 ---
891,-554,-721
-666,637,-444
-607,-541,-415
29,2,4
162,154,-54
-404,-217,531
532,510,-451
713,-606,830
928,-640,-742
-654,574,-435
-681,-584,-520
-609,441,448
-689,-459,-385
-398,-451,536
743,571,-458
921,-592,-831
534,611,565
477,586,-475
781,-478,790
408,661,539
-653,652,-547
759,-664,769
-524,415,489
418,587,560
-421,-300,582
-628,433,609

--- scanner 12 ---
-377,614,-406
-552,-831,694
527,-699,-733
-754,618,829
-411,-958,-621
745,422,-840
509,-816,-841
-425,703,-413
849,417,-798
605,657,787
-689,453,793
-338,-820,700
772,341,-775
649,784,719
670,-589,575
-539,-918,-553
-353,-897,-575
-463,593,-443
463,-695,-855
130,-179,-79
513,-525,626
-634,529,749
703,610,736
45,-46,33
661,-442,574
-523,-753,662

--- scanner 13 ---
909,550,-668
112,-89,-14
-273,384,725
824,456,386
-373,374,601
-793,-530,-506
-594,-593,-472
787,-689,-321
-657,472,-591
717,-801,-298
821,591,-739
-310,482,586
-637,485,-537
493,-740,530
749,-693,-284
724,419,337
474,-627,566
-531,-606,790
-33,37,38
-471,-562,680
501,-647,347
618,425,401
-699,-626,-473
944,544,-718
-498,-447,782
-599,561,-463

--- scanner 14 ---
551,-821,-732
-578,-311,780
558,-481,467
-688,548,475
743,667,230
628,740,282
-667,-431,700
384,-850,-719
-866,523,-640
608,409,-597
-743,-376,744
-94,25,-89
458,-392,550
-849,538,-906
566,-804,-762
506,422,-732
-493,-640,-462
-603,-602,-492
705,701,352
-582,-688,-455
338,-429,479
-873,462,-851
540,416,-719
-626,687,514
-686,729,363

--- scanner 15 ---
-702,-746,443
739,592,-374
597,814,559
763,-590,-410
-670,658,-388
682,788,518
727,655,-365
-335,568,609
-345,642,630
-858,-671,-565
-459,719,-381
-404,643,-405
438,-883,401
-843,-533,-553
701,796,679
-892,-559,-696
409,-907,638
-725,-756,527
-624,-789,383
430,-889,545
726,577,-477
-80,-67,-39
-461,618,635
773,-674,-320
58,23,81
739,-451,-335

--- scanner 16 ---
-755,578,-603
487,691,-754
593,698,-638
20,82,-38
-923,-807,452
382,-791,415
-559,792,522
-834,-736,364
-836,-723,-539
552,845,568
-922,-847,-618
-610,838,475
-739,456,-638
394,-761,-691
678,891,498
358,-716,554
382,-752,-628
738,925,566
565,704,-723
348,-806,638
-667,922,511
-779,551,-493
-916,-813,-453
-153,145,64
-861,-689,357
395,-649,-613

--- scanner 17 ---
664,-630,-754
805,704,436
-431,686,597
-587,-662,388
-631,-532,382
569,439,-825
400,-738,620
-717,-556,-781
-461,651,805
-984,750,-627
423,-822,610
-711,-688,-850
459,413,-747
674,775,343
780,-635,-778
790,-656,-704
-840,657,-649
-53,56,-150
-812,-662,-829
451,333,-808
-112,-109,-68
-936,553,-605
-682,-599,442
708,813,465
501,-882,653
-541,612,682

--- scanner 18 ---
552,283,-704
606,-679,-568
33,2,166
471,-600,469
15,-169,53
-565,601,731
-501,373,-422
-680,574,833
846,372,668
634,306,-684
-534,478,-421
563,-505,400
703,258,-627
-665,-549,-505
-466,-662,726
618,-629,465
552,-774,-505
-521,541,841
-617,-644,-611
-605,-701,664
804,401,618
-686,-650,-479
-424,-813,666
893,472,557
-597,279,-455
546,-730,-635

--- scanner 19 ---
835,-511,-678
895,455,462
650,-578,-640
-505,-664,948
-359,-696,-553
161,-95,23
790,538,-336
749,472,-391
888,283,439
30,-35,133
-384,431,727
-455,-638,822
-462,405,617
820,-434,597
-380,-670,-654
784,307,460
699,385,-327
621,-500,-672
-401,325,609
-428,-564,-559
-560,649,-682
762,-373,643
-604,545,-778
-431,-643,938
634,-413,575
-582,742,-826

--- scanner 20 ---
-600,-782,533
596,577,-670
620,550,-780
-646,690,-519
286,-347,543
763,-848,-655
-541,-753,-645
413,595,320
321,586,395
-752,697,-635
-75,63,-4
677,-724,-734
-518,-812,451
-554,-650,-660
-526,-677,576
-882,525,309
-724,703,-550
-890,466,262
-24,138,-191
461,-391,471
-175,5,-154
462,-272,509
-553,-762,-582
-858,529,400
373,551,219
580,455,-635
757,-814,-820

--- scanner 21 ---
-377,-514,-910
844,-627,-723
759,-599,-717
-445,-454,-944
-402,821,411
929,642,-755
749,-810,733
734,-797,630
812,-798,742
-294,-810,772
-514,787,542
-376,772,554
875,-705,-710
876,388,726
-447,-640,-864
916,507,-653
800,333,702
-433,-834,697
-803,392,-696
-517,-844,787
922,520,-687
-743,443,-600
22,-64,-168
160,4,-35
815,599,719
-799,507,-686

--- scanner 22 ---
817,529,-684
728,823,688
-473,-503,418
-72,102,143
-547,657,684
559,-544,861
-476,801,651
821,-620,-435
699,781,638
-521,742,740
628,870,577
-465,-410,601
526,-703,853
622,-557,-401
-721,-457,-213
727,-524,-402
-528,962,-575
499,-588,751
-580,834,-534
-689,-349,-227
66,6,64
794,611,-664
842,680,-607
-446,-523,637
-522,716,-578
-759,-461,-250

--- scanner 23 ---
-352,-697,-348
432,569,514
-44,-72,111
-406,627,809
-581,-621,391
-473,788,-390
819,-664,596
877,399,-834
566,-655,-584
782,-784,667
366,523,626
473,-689,-636
-378,729,728
-410,628,711
730,-564,679
-673,698,-393
-334,-673,-384
-432,-525,427
361,649,477
-528,-485,420
-310,-680,-500
151,90,68
-518,655,-370
946,312,-770
592,-590,-584
865,328,-773

--- scanner 24 ---
-519,780,-365
634,802,-649
-674,902,562
105,13,-47
-667,878,446
-662,-634,635
-479,684,-358
465,-735,700
-522,-563,-663
704,539,455
430,-788,740
757,-463,-300
-606,-678,-646
677,-509,-447
794,739,452
-657,-639,463
-706,-723,627
735,834,-666
-595,-597,-832
575,-753,793
661,694,432
-62,53,53
633,806,-747
678,-478,-454
-691,860,410
-615,631,-329

--- scanner 25 ---
183,2,-88
656,638,481
894,-843,430
-325,-646,403
-658,-347,-552
619,806,-682
657,512,589
562,876,-811
5,-20,46
-679,-329,-645
-650,-353,-408
-315,-562,313
536,-608,-751
586,835,-891
-759,588,-782
701,481,532
-639,600,608
867,-836,383
-349,-785,328
567,-771,-743
956,-748,312
535,-528,-732
-702,558,533
-554,511,-793
-765,497,-720
-786,627,617

--- scanner 26 ---
568,-612,-772
-494,-703,-776
689,-640,-900
512,-573,342
765,568,275
-699,525,741
508,448,-580
558,403,-627
-458,-494,437
58,44,-10
-695,623,-517
-620,-556,487
-452,-603,-788
-689,415,705
929,541,305
675,-619,407
479,-562,414
-703,347,679
-665,791,-494
-527,-407,477
128,-52,-173
583,511,-591
698,-517,-736
-727,827,-545
-409,-773,-839
841,619,423

--- scanner 27 ---
743,-494,-529
20,142,-6
374,-668,657
-568,-551,-817
374,719,-731
-538,-500,730
-515,-415,-788
-385,-491,820
-427,-538,747
-393,697,-399
411,815,380
-365,799,-480
530,822,418
420,-486,700
-702,757,526
-419,-455,-781
403,-501,670
-626,716,631
-397,698,-497
157,78,120
379,593,-582
523,823,460
445,639,-694
832,-594,-612
-640,682,457
795,-714,-541
